ID,Código,Nome,GTIN,SKU,Marca,Descrição
276,"PRO120_LAB","LABOR CB PROTEGIDO 120mm² 15KV NBR 11873","7896819202765","SKU-PRO120_LAB","Labor Energy","LABOR CB PROTEGIDO 120mm² 15KV NBR 11873"
114,"PRO150_ALU","ALUFORCE CB PROTEGIDO 150mm² 15KV NBR 11873","7896819201140","SKU-PRO150_ALU","Aluforce","ALUFORCE CB PROTEGIDO 150mm² 15KV NBR 11873"
277,"PRO150_LAB","LABOR CB PROTEGIDO 150mm² 15KV NBR 11873","7896819202772","SKU-PRO150_LAB","Labor Energy","LABOR CB PROTEGIDO 150mm² 15KV NBR 11873"
115,"PRO185_ALU","ALUFORCE CB PROTEGIDO 185mm² 15KV NBR 11873","7896819201157","SKU-PRO185_ALU","Aluforce","ALUFORCE CB PROTEGIDO 185mm² 15KV NBR 11873"
278,"PRO185_LAB","LABOR CB PROTEGIDO 185mm² 15KV NBR 11873","7896819202789","SKU-PRO185_LAB","Labor Energy","LABOR CB PROTEGIDO 185mm² 15KV NBR 11873"
116,"PRO240_ALU","ALUFORCE CB PROTEGIDO 240mm² 15KV NBR 11873","7896819201164","SKU-PRO240_ALU","Aluforce","ALUFORCE CB PROTEGIDO 240mm² 15KV NBR 11873"
279,"PRO240_LAB","LABOR CB PROTEGIDO 240mm² 15KV NBR 11873","7896819202796","SKU-PRO240_LAB","Labor Energy","LABOR CB PROTEGIDO 240mm² 15KV NBR 11873"
109,"PRO35_ALU","ALUFORCE CB PROTEGIDO 35mm² 15KV NBR 11873","7896819201096","SKU-PRO35_ALU","Aluforce","ALUFORCE CB PROTEGIDO 35mm² 15KV NBR 11873"
272,"PRO35_LAB","LABOR CB PROTEGIDO 35mm² 15KV NBR 11873","7896819202727","SKU-PRO35_LAB","Labor Energy","LABOR CB PROTEGIDO 35mm² 15KV NBR 11873"
110,"PRO50_ALU","ALUFORCE CB PROTEGIDO 50mm² 15KV NBR 11873","7896819201102","SKU-PRO50_ALU","Aluforce","ALUFORCE CB PROTEGIDO 50mm² 15KV NBR 11873"
273,"PRO50_LAB","LABOR CB PROTEGIDO 50mm² 15KV NBR 11873","7896819202734","SKU-PRO50_LAB","Labor Energy","LABOR CB PROTEGIDO 50mm² 15KV NBR 11873"
111,"PRO70_ALU","ALUFORCE CB PROTEGIDO 70mm² 15KV NBR 11873","7896819201119","SKU-PRO70_ALU","Aluforce","ALUFORCE CB PROTEGIDO 70mm² 15KV NBR 11873"
274,"PRO70_LAB","LABOR CB PROTEGIDO 70mm² 15KV NBR 11873","7896819202741","SKU-PRO70_LAB","Labor Energy","LABOR CB PROTEGIDO 70mm² 15KV NBR 11873"
112,"PRO95_ALU","ALUFORCE CB PROTEGIDO 95mm² 15KV NBR 11873","7896819201126","SKU-PRO95_ALU","Aluforce","ALUFORCE CB PROTEGIDO 95mm² 15KV NBR 11873"
275,"PRO95_LAB","LABOR CB PROTEGIDO 95mm² 15KV NBR 11873","7896819202758","SKU-PRO95_LAB","Labor Energy","LABOR CB PROTEGIDO 95mm² 15KV NBR 11873"
73,"QDI10_ALU","ALUFORCE CB QUAD 10mm² NEUTRO ISOLADO","7896819200730","SKU-QDI10_ALU","Aluforce","ALUFORCE CB QUAD 10mm² NEUTRO ISOLADO"
232,"QDI10_LAB","LABOR CB QUAD 10mm² NEUTRO ISOLADO","7896819202321","SKU-QDI10_LAB","Labor Energy","LABOR CB QUAD 10mm² NEUTRO ISOLADO"
86,"QDI120/70_ALU","ALUFORCE CB QUAD 120mm² + 70 mm² NEUTRO ISOLADO","7896819200860","SKU-QDI120/70_ALU","Aluforce","ALUFORCE CB QUAD 120mm² + 70 mm² NEUTRO ISOLADO"
245,"QDI120/70_LAB","LABOR CB QUAD 120mm² + 70 mm² NEUTRO ISOLADO","7896819202451","SKU-QDI120/70_LAB","Labor Energy","LABOR CB QUAD 120mm² + 70 mm² NEUTRO ISOLADO"
87,"QDI120/95_ALU","ALUFORCE CB QUAD 120mm² + 95 mm² NEUTRO ISOLADO","7896819200877","SKU-QDI120/95_ALU","Aluforce","ALUFORCE CB QUAD 120mm² + 95 mm² NEUTRO ISOLADO"
246,"QDI120/95_LAB","LABOR CB QUAD 120mm² + 95 mm² NEUTRO ISOLADO","7896819202468","SKU-QDI120/95_LAB","Labor Energy","LABOR CB QUAD 120mm² + 95 mm² NEUTRO ISOLADO"
88,"QDI120_ALU","ALUFORCE CB QUAD 120mm² NEUTRO ISOLADO","7896819200884","SKU-QDI120_ALU","Aluforce","ALUFORCE CB QUAD 120mm² NEUTRO ISOLADO"
247,"QDI120_LAB","LABOR CB QUAD 120mm² NEUTRO ISOLADO","7896819202475","SKU-QDI120_LAB","Labor Energy","LABOR CB QUAD 120mm² NEUTRO ISOLADO"
90,"QDI150/120_ALU","ALUFORCE CB QUAD 150mm² + 120 mm² NEUTRO ISOLADO","7896819200907","SKU-QDI150/120_ALU","Aluforce","ALUFORCE CB QUAD 150mm² + 120 mm² NEUTRO ISOLADO"
249,"QDI150/120_LAB","LABOR CB QUAD 150mm² + 120 mm² NEUTRO ISOLADO","7896819202499","SKU-QDI150/120_LAB","Labor Energy","LABOR CB QUAD 150mm² + 120 mm² NEUTRO ISOLADO"
89,"QDI150/95_ALU","ALUFORCE CB QUAD 150mm² + 95 mm² NEUTRO ISOLADO","7896819200891","SKU-QDI150/95_ALU","Aluforce","ALUFORCE CB QUAD 150mm² + 95 mm² NEUTRO ISOLADO"
248,"QDI150/95_LAB","LABOR CB QUAD 150mm² + 95 mm² NEUTRO ISOLADO","7896819202482","SKU-QDI150/95_LAB","Labor Energy","LABOR CB QUAD 150mm² + 95 mm² NEUTRO ISOLADO"
91,"QDI150_ALU","ALUFORCE CB QUAD 150mm² NEUTRO ISOLADO","7896819200914","SKU-QDI150_ALU","Aluforce","ALUFORCE CB QUAD 150mm² NEUTRO ISOLADO"
250,"QDI150_LAB","LABOR CB QUAD 150mm² NEUTRO ISOLADO","7896819202505","SKU-QDI150_LAB","Labor Energy","LABOR CB QUAD 150mm² NEUTRO ISOLADO"
74,"QDI16_ALU","ALUFORCE CB QUAD 16mm² NEUTRO ISOLADO","7896819200747","SKU-QDI16_ALU","Aluforce","ALUFORCE CB QUAD 16mm² NEUTRO ISOLADO"
233,"QDI16_LAB","LABOR CB QUAD 16mm² NEUTRO ISOLADO","7896819202338","SKU-QDI16_LAB","Labor Energy","LABOR CB QUAD 16mm² NEUTRO ISOLADO"
92,"QDI185/120_ALU","ALUFORCE CB QUAD 185mm² + 120 mm² NEUTRO ISOLADO","7896819200921","SKU-QDI185/120_ALU","Aluforce","ALUFORCE CB QUAD 185mm² + 120 mm² NEUTRO ISOLADO"
251,"QDI185/120_LAB","LABOR CB QUAD 185mm² + 120 mm² NEUTRO ISOLADO","7896819202512","SKU-QDI185/120_LAB","Labor Energy","LABOR CB QUAD 185mm² + 120 mm² NEUTRO ISOLADO"
93,"QDI185/150_ALU","ALUFORCE CB QUAD 185mm² + 150 mm² NEUTRO ISOLADO","7896819200938","SKU-QDI185/150_ALU","Aluforce","ALUFORCE CB QUAD 185mm² + 150 mm² NEUTRO ISOLADO"
252,"QDI185/150_LAB","LABOR CB QUAD 185mm² + 150 mm² NEUTRO ISOLADO","7896819202529","SKU-QDI185/150_LAB","Labor Energy","LABOR CB QUAD 185mm² + 150 mm² NEUTRO ISOLADO"
94,"QDI185_ALU","ALUFORCE CB QUAD 185mm² NEUTRO ISOLADO","7896819200945","SKU-QDI185_ALU","Aluforce","ALUFORCE CB QUAD 185mm² NEUTRO ISOLADO"
253,"QDI185_LAB","LABOR CB QUAD 185mm² NEUTRO ISOLADO","7896819202536","SKU-QDI185_LAB","Labor Energy","LABOR CB QUAD 185mm² NEUTRO ISOLADO"
95,"QDI240/150_ALU","ALUFORCE CB QUAD 240mm² + 150 mm² NEUTRO ISOLADO","7896819200952","SKU-QDI240/150_ALU","Aluforce","ALUFORCE CB QUAD 240mm² + 150 mm² NEUTRO ISOLADO"
254,"QDI240/150_LAB","LABOR CB QUAD 240mm² + 150 mm² NEUTRO ISOLADO","7896819202543","SKU-QDI240/150_LAB","Labor Energy","LABOR CB QUAD 240mm² + 150 mm² NEUTRO ISOLADO"
96,"QDI240/185_ALU","ALUFORCE CB QUAD 240mm² + 185 mm² NEUTRO ISOLADO","7896819200969","SKU-QDI240/185_ALU","Aluforce","ALUFORCE CB QUAD 240mm² + 185 mm² NEUTRO ISOLADO"
255,"QDI240/185_LAB","LABOR CB QUAD 240mm² + 185 mm² NEUTRO ISOLADO","7896819202550","SKU-QDI240/185_LAB","Labor Energy","LABOR CB QUAD 240mm² + 185 mm² NEUTRO ISOLADO"
97,"QDI240_ALU","ALUFORCE CB QUAD 240mm² NEUTRO ISOLADO","7896819200976","SKU-QDI240_ALU","Aluforce","ALUFORCE CB QUAD 240mm² NEUTRO ISOLADO"
256,"QDI240_LAB","LABOR CB QUAD 240mm² NEUTRO ISOLADO","7896819202567","SKU-QDI240_LAB","Labor Energy","LABOR CB QUAD 240mm² NEUTRO ISOLADO"
75,"QDI25_ALU","ALUFORCE CB QUAD 25mm² NEUTRO ISOLADO","7896819200754","SKU-QDI25_ALU","Aluforce","ALUFORCE CB QUAD 25mm² NEUTRO ISOLADO"
234,"QDI25_LAB","LABOR CB QUAD 25mm² NEUTRO ISOLADO","7896819202345","SKU-QDI25_LAB","Labor Energy","LABOR CB QUAD 25mm² NEUTRO ISOLADO"
77,"QDI35/70_ALU","ALUFORCE CB QUAD 35mm² + 70 mm² NEUTRO ISOLADO","7896819200778","SKU-QDI35/70_ALU","Aluforce","ALUFORCE CB QUAD 35mm² + 70 mm² NEUTRO ISOLADO"
236,"QDI35/70_LAB","LABOR CB QUAD 35mm² + 70 mm² NEUTRO ISOLADO","7896819202369","SKU-QDI35/70_LAB","Labor Energy","LABOR CB QUAD 35mm² + 70 mm² NEUTRO ISOLADO"
76,"QDI35_ALU","ALUFORCE CB QUAD 35mm² NEUTRO ISOLADO","7896819200761","SKU-QDI35_ALU","Aluforce","ALUFORCE CB QUAD 35mm² NEUTRO ISOLADO"
235,"QDI35_LAB","LABOR CB QUAD 35mm² NEUTRO ISOLADO","7896819202352","SKU-QDI35_LAB","Labor Energy","LABOR CB QUAD 35mm² NEUTRO ISOLADO"
78,"QDI50/35_ALU","ALUFORCE CB QUAD 50mm² + 35 mm² NEUTRO ISOLADO","7896819200785","SKU-QDI50/35_ALU","Aluforce","ALUFORCE CB QUAD 50mm² + 35 mm² NEUTRO ISOLADO"
237,"QDI50/35_LAB","LABOR CB QUAD 50mm² + 35 mm² NEUTRO ISOLADO","7896819202376","SKU-QDI50/35_LAB","Labor Energy","LABOR CB QUAD 50mm² + 35 mm² NEUTRO ISOLADO"
80,"QDI50/70_ALU","ALUFORCE CB QUAD 50mm² + 70 mm² NEUTRO ISOLADO","7896819200808","SKU-QDI50/70_ALU","Aluforce","ALUFORCE CB QUAD 50mm² + 70 mm² NEUTRO ISOLADO"
239,"QDI50/70_LAB","LABOR CB QUAD 50mm² + 70 mm² NEUTRO ISOLADO","7896819202390","SKU-QDI50/70_LAB","Labor Energy","LABOR CB QUAD 50mm² + 70 mm² NEUTRO ISOLADO"
79,"QDI50_ALU","ALUFORCE CB QUAD 50mm² NEUTRO ISOLADO","7896819200792","SKU-QDI50_ALU","Aluforce","ALUFORCE CB QUAD 50mm² NEUTRO ISOLADO"
238,"QDI50_LAB","LABOR CB QUAD 50mm² NEUTRO ISOLADO","7896819202383","SKU-QDI50_LAB","Labor Energy","LABOR CB QUAD 50mm² NEUTRO ISOLADO"
81,"QDI70/35_ALU","ALUFORCE CB QUAD 70mm² + 35 mm² NEUTRO ISOLADO","7896819200815","SKU-QDI70/35_ALU","Aluforce","ALUFORCE CB QUAD 70mm² + 35 mm² NEUTRO ISOLADO"
240,"QDI70/35_LAB","LABOR CB QUAD 70mm² + 35 mm² NEUTRO ISOLADO","7896819202406","SKU-QDI70/35_LAB","Labor Energy","LABOR CB QUAD 70mm² + 35 mm² NEUTRO ISOLADO"
82,"QDI70/50_ALU","ALUFORCE CB QUAD 70mm² + 50 mm² NEUTRO ISOLADO","7896819200822","SKU-QDI70/50_ALU","Aluforce","ALUFORCE CB QUAD 70mm² + 50 mm² NEUTRO ISOLADO"
241,"QDI70/50_LAB","LABOR CB QUAD 70mm² + 50 mm² NEUTRO ISOLADO","7896819202413","SKU-QDI70/50_LAB","Labor Energy","LABOR CB QUAD 70mm² + 50 mm² NEUTRO ISOLADO"
83,"QDI70_ALU","ALUFORCE CB QUAD 70mm² NEUTRO ISOLADO","7896819200839","SKU-QDI70_ALU","Aluforce","ALUFORCE CB QUAD 70mm² NEUTRO ISOLADO"
242,"QDI70_LAB","LABOR CB QUAD 70mm² NEUTRO ISOLADO","7896819202420","SKU-QDI70_LAB","Labor Energy","LABOR CB QUAD 70mm² NEUTRO ISOLADO"
84,"QDI95/70_ALU","ALUFORCE CB QUAD 95mm² + 70 mm² NEUTRO ISOLADO","7896819200846","SKU-QDI95/70_ALU","Aluforce","ALUFORCE CB QUAD 95mm² + 70 mm² NEUTRO ISOLADO"
243,"QDI95/70_LAB","LABOR CB QUAD 95mm² + 70 mm² NEUTRO ISOLADO","7896819202437","SKU-QDI95/70_LAB","Labor Energy","LABOR CB QUAD 95mm² + 70 mm² NEUTRO ISOLADO"
85,"QDI95_ALU","ALUFORCE CB QUAD 95mm² NEUTRO ISOLADO","7896819200853","SKU-QDI95_ALU","Aluforce","ALUFORCE CB QUAD 95mm² NEUTRO ISOLADO"
244,"QDI95_LAB","LABOR CB QUAD 95mm² NEUTRO ISOLADO","7896819202444","SKU-QDI95_LAB","Labor Energy","LABOR CB QUAD 95mm² NEUTRO ISOLADO"
47,"QDN10_ALU","ALUFORCE CB QUAD 10mm² NEUTRO N²","7896819200471","SKU-QDN10_ALU","Aluforce","ALUFORCE CB QUAD 10mm² NEUTRO N²"
205,"QDN10_LAB","LABOR CB QUAD 10mm² NEUTRO N²","7896819202055","SKU-QDN10_LAB","Labor Energy","LABOR CB QUAD 10mm² NEUTRO N²"
61,"QDN120/70_ALU","ALUFORCE CB QUAD 120mm² + 70 mm² NEUTRO N²","7896819200617","SKU-QDN120/70_ALU","Aluforce","ALUFORCE CB QUAD 120mm² + 70 mm² NEUTRO N²"
220,"QDN120/70_LAB","LABOR CB QUAD 120mm² + 70 mm² NEUTRO N²","7896819202208","SKU-QDN120/70_LAB","Labor Energy","LABOR CB QUAD 120mm² + 70 mm² NEUTRO N²"
62,"QDN120/95_ALU","ALUFORCE CB QUAD 120mm² + 95 mm² NEUTRO N²","7896819200624","SKU-QDN120/95_ALU","Aluforce","ALUFORCE CB QUAD 120mm² + 95 mm² NEUTRO N²"
221,"QDN120/95_LAB","LABOR CB QUAD 120mm² + 95 mm² NEUTRO N²","7896819202215","SKU-QDN120/95_LAB","Labor Energy","LABOR CB QUAD 120mm² + 95 mm² NEUTRO N²"
63,"QDN120_ALU","ALUFORCE CB QUAD 120mm² NEUTRO N²","7896819200631","SKU-QDN120_ALU","Aluforce","ALUFORCE CB QUAD 120mm² NEUTRO N²"
222,"QDN120_LAB","LABOR CB QUAD 120mm² NEUTRO N²","7896819202222","SKU-QDN120_LAB","Labor Energy","LABOR CB QUAD 120mm² NEUTRO N²"
65,"QDN150/120_ALU","ALUFORCE CB QUAD 150mm² + 120 mm² NEUTRO N²","7896819200655","SKU-QDN150/120_ALU","Aluforce","ALUFORCE CB QUAD 150mm² + 120 mm² NEUTRO N²"
224,"QDN150/120_LAB","LABOR CB QUAD 150mm² + 120 mm² NEUTRO N²","7896819202246","SKU-QDN150/120_LAB","Labor Energy","LABOR CB QUAD 150mm² + 120 mm² NEUTRO N²"
158,"QDN150/70_ALU","ALUFORCE CB QUAD 150mm² + 70 mm² NEUTRO N²","7896819201584","SKU-QDN150/70_ALU","Aluforce","ALUFORCE CB QUAD 150mm² + 70 mm² NEUTRO N²"
323,"QDN150/70_LAB","LABOR CB QUAD 150mm² + 70 mm² NEUTRO N²","7896819203236","SKU-QDN150/70_LAB","Labor Energy","LABOR CB QUAD 150mm² + 70 mm² NEUTRO N²"
64,"QDN150/95_ALU","ALUFORCE CB QUAD 150mm² + 95 mm² NEUTRO N²","7896819200648","SKU-QDN150/95_ALU","Aluforce","ALUFORCE CB QUAD 150mm² + 95 mm² NEUTRO N²"
223,"QDN150/95_LAB","LABOR CB QUAD 150mm² + 95 mm² NEUTRO N²","7896819202239","SKU-QDN150/95_LAB","Labor Energy","LABOR CB QUAD 150mm² + 95 mm² NEUTRO N²"
66,"QDN150_ALU","ALUFORCE CB QUAD 150mm² NEUTRO N²","7896819200662","SKU-QDN150_ALU","Aluforce","ALUFORCE CB QUAD 150mm² NEUTRO N²"
225,"QDN150_LAB","LABOR CB QUAD 150mm² NEUTRO N²","7896819202253","SKU-QDN150_LAB","Labor Energy","LABOR CB QUAD 150mm² NEUTRO N²"
48,"QDN16_ALU","ALUFORCE CB QUAD 16mm² NEUTRO N²","7896819200488","SKU-QDN16_ALU","Aluforce","ALUFORCE CB QUAD 16mm² NEUTRO N²"
206,"QDN16_LAB","LABOR CB QUAD 16mm² NEUTRO N²","7896819202062","SKU-QDN16_LAB","Labor Energy","LABOR CB QUAD 16mm² NEUTRO N²"
67,"QDN185/120_ALU","ALUFORCE CB QUAD 185mm² + 120 mm² NEUTRO N²","7896819200679","SKU-QDN185/120_ALU","Aluforce","ALUFORCE CB QUAD 185mm² + 120 mm² NEUTRO N²"
226,"QDN185/120_LAB","LABOR CB QUAD 185mm² + 120 mm² NEUTRO N²","7896819202260","SKU-QDN185/120_LAB","Labor Energy","LABOR CB QUAD 185mm² + 120 mm² NEUTRO N²"
68,"QDN185/150_ALU","ALUFORCE CB QUAD 185mm² + 150 mm² NEUTRO N²","7896819200686","SKU-QDN185/150_ALU","Aluforce","ALUFORCE CB QUAD 185mm² + 150 mm² NEUTRO N²"
227,"QDN185/150_LAB","LABOR CB QUAD 185mm² + 150 mm² NEUTRO N²","7896819202277","SKU-QDN185/150_LAB","Labor Energy","LABOR CB QUAD 185mm² + 150 mm² NEUTRO N²"
69,"QDN185_ALU","ALUFORCE CB QUAD 185mm² NEUTRO N²","7896819200693","SKU-QDN185_ALU","Aluforce","ALUFORCE CB QUAD 185mm² NEUTRO N²"
228,"QDN185_LAB","LABOR CB QUAD 185mm² NEUTRO N²","7896819202284","SKU-QDN185_LAB","Labor Energy","LABOR CB QUAD 185mm² NEUTRO N²"
70,"QDN240/150_ALU","ALUFORCE CB QUAD 240mm² + 150 mm² NEUTRO N²","7896819200709","SKU-QDN240/150_ALU","Aluforce","ALUFORCE CB QUAD 240mm² + 150 mm² NEUTRO N²"
229,"QDN240/150_LAB","LABOR CB QUAD 240mm² + 150 mm² NEUTRO N²","7896819202291","SKU-QDN240/150_LAB","Labor Energy","LABOR CB QUAD 240mm² + 150 mm² NEUTRO N²"
71,"QDN240/185_ALU","ALUFORCR CB QUAD 240mm² + 185 mm² NEUTRO N²","7896819200716","SKU-QDN240/185_ALU","Aluforce","ALUFORCR CB QUAD 240mm² + 185 mm² NEUTRO N²"
230,"QDN240/185_LAB","LABOR CB QUAD 240mm² + 185 mm² NEUTRO N²","7896819202307","SKU-QDN240/185_LAB","Labor Energy","LABOR CB QUAD 240mm² + 185 mm² NEUTRO N²"
72,"QDN240_ALU","ALUFORCE CB QUAD 240mm² NEUTRO N²","7896819200723","SKU-QDN240_ALU","Aluforce","ALUFORCE CB QUAD 240mm² NEUTRO N²"
231,"QDN240_LAB","LABOR CB QUAD 240mm² NEUTRO N²","7896819202314","SKU-QDN240_LAB","Labor Energy","LABOR CB QUAD 240mm² NEUTRO N²"
49,"QDN25_ALU","ALUFORCE CB QUAD 25mm² NEUTRO N²","7896819200495","SKU-QDN25_ALU","Aluforce","ALUFORCE CB QUAD 25mm² NEUTRO N²"
207,"QDN25_LAB","LABOR CB QUAD 25mm² NEUTRO N²","7896819202079","SKU-QDN25_LAB","Labor Energy","LABOR CB QUAD 25mm² NEUTRO N²"
51,"QDN35/70_ALU","ALUFORCE CB QUAD 35mm² + 70 mm² NEUTRO N²","7896819200518","SKU-QDN35/70_ALU","Aluforce","ALUFORCE CB QUAD 35mm² + 70 mm² NEUTRO N²"
209,"QDN35/70_LAB","LABOR CB QUAD 35mm² + 70 mm² NEUTRO N²","7896819202093","SKU-QDN35/70_LAB","Labor Energy","LABOR CB QUAD 35mm² + 70 mm² NEUTRO N²"
50,"QDN35_ALU","ALUFORCE CB QUAD 35mm² NEUTRO N²","7896819200501","SKU-QDN35_ALU","Aluforce","ALUFORCE CB QUAD 35mm² NEUTRO N²"
208,"QDN35_LAB","LABOR CB QUAD 35mm² NEUTRO N²","7896819202086","SKU-QDN35_LAB","Labor Energy","LABOR CB QUAD 35mm² NEUTRO N²"
52,"QDN50/35_ALU","ALUFORCE CB QUAD 50mm² + 35 mm² NEUTRO N²","7896819200525","SKU-QDN50/35_ALU","Aluforce","ALUFORCE CB QUAD 50mm² + 35 mm² NEUTRO N²"
210,"QDN50/35_LAB","LABOR CB QUAD 50mm² + 35 mm² NEUTRO N²","7896819202109","SKU-QDN50/35_LAB","Labor Energy","LABOR CB QUAD 50mm² + 35 mm² NEUTRO N²"
54,"QDN50/70_ALU","ALUFORCE CB QUAD 50mm² + 70 mm² NEUTRO N²","7896819200549","SKU-QDN50/70_ALU","Aluforce","ALUFORCE CB QUAD 50mm² + 70 mm² NEUTRO N²"
212,"QDN50/70_LAB","LABOR CB QUAD 50mm² + 70 mm² NEUTRO N²","7896819202123","SKU-QDN50/70_LAB","Labor Energy","LABOR CB QUAD 50mm² + 70 mm² NEUTRO N²"
53,"QDN50_ALU","ALUFORCE CB QUAD 50mm² NEUTRO N²","7896819200532","SKU-QDN50_ALU","Aluforce","ALUFORCE CB QUAD 50mm² NEUTRO N²"
211,"QDN50_LAB","LABOR CB QUAD 50mm² NEUTRO N²","7896819202116","SKU-QDN50_LAB","Labor Energy","LABOR CB QUAD 50mm² NEUTRO N²"
56,"QDN70/35_ALU","ALUFORCE CB QUAD 70mm² + 35 mm² NEUTRO N²","7896819200563","SKU-QDN70/35_ALU","Aluforce","ALUFORCE CB QUAD 70mm² + 35 mm² NEUTRO N²"
214,"QDN70/35_LAB","LABOR CB QUAD 70mm² + 35 mm² NEUTRO N²","7896819202147","SKU-QDN70/35_LAB","Labor Energy","LABOR CB QUAD 70mm² + 35 mm² NEUTRO N²"
57,"QDN70/50_ALU","ALUFORCE CB QUAD 70mm² + 50 mm² NEUTRO N²","7896819200570","SKU-QDN70/50_ALU","Aluforce","ALUFORCE CB QUAD 70mm² + 50 mm² NEUTRO N²"
215,"QDN70/50_LAB","LABOR CB QUAD 70mm² + 50 mm² NEUTRO N²","7896819202154","SKU-QDN70/50_LAB","Labor Energy","LABOR CB QUAD 70mm² + 50 mm² NEUTRO N²"
58,"QDN70_ALU","ALUFORCE CB QUAD 70mm² NEUTRO N²","7896819200587","SKU-QDN70_ALU","Aluforce","ALUFORCE CB QUAD 70mm² NEUTRO N²"
